Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Credit_Lines,Debt_To_Income_Ratio,Num_Late_Payments,Has_Mortgage,Education,Loan_Purpose,Marital_Status,Loan_Default
63,135700,37450,48,533,26,4,0.48,7,0,Bachelor,Education,Married,0
27,93914,89433,36,618,20,6,0.14,0,0,High School,Medical,Married,0
36,21881,78704,36,318,19,10,0.25,7,0,High School,Home,Single,0
64,59567,11861,60,671,3,9,0.06,2,1,Bachelor,Home,Single,0
58,67365,66914,12,483,28,10,0.48,4,0,High School,Home,Divorced,0
54,147928,68888,48,576,6,12,0.58,0,1,Bachelor,Business,Married,0
29,99211,84286,60,444,0,9,0.39,0,0,Bachelor,Personal,Single,0
26,90122,66293,60,380,22,9,0.07,5,0,High School,Education,Married,0
60,45006,87524,12,621,23,9,0.18,2,1,Bachelor,Personal,Single,0
25,61198,73515,48,734,18,3,0.31,7,1,High School,Personal,Married,1
27,42831,28524,12,342,2,12,0.4,3,1,Master,Personal,Married,0
53,120649,12065,36,612,19,11,0.35,5,0,High School,Personal,Divorced,0
51,36459,42684,24,592,14,14,0.6,9,1,High School,Business,Married,0
56,52443,93720,36,368,12,9,0.61,8,1,Bachelor,Business,Single,1
61,62316,38365,36,355,21,3,0.11,7,1,PhD,Business,Married,0
37,116131,63876,60,503,13,10,0.13,3,0,Master,Medical,Divorced,0
34,84486,28704,36,719,6,3,0.26,9,1,High School,Education,Married,0
63,25877,62857,48,849,0,5,0.3,7,0,High School,Home,Single,0
51,59553,10622,36,542,12,6,0.4,6,0,Bachelor,Business,Divorced,0
40,134137,88797,48,500,3,9,0.51,4,0,Master,Personal,Single,0
38,24922,98955,12,773,11,1,0.13,6,1,Bachelor,Personal,Single,0
40,142778,96141,60,826,6,8,0.53,6,1,Bachelor,Education,Single,0
49,137018,99707,48,376,26,14,0.42,9,1,High School,Medical,Single,0
47,24686,92700,36,777,1,14,0.64,1,1,High School,Personal,Married,0
58,52766,84332,60,739,16,4,0.44,6,0,Bachelor,Medical,Single,0
47,99943,71201,60,562,0,10,0.48,2,1,High School,Business,Single,1
44,52006,37694,48,484,25,7,0.17,7,1,High School,Personal,Married,0
30,51422,94766,48,354,13,6,0.51,7,0,High School,Education,Married,1
33,136590,27995,24,607,29,6,0.1,8,1,Bachelor,Business,Married,0
22,148886,97320,24,815,21,7,0.44,3,0,High School,Personal,Single,0
22,32205,85141,60,598,27,4,0.08,9,0,Bachelor,Business,Single,0
55,106590,87999,24,529,20,6,0.12,2,1,Master,Medical,Married,1
53,43527,13419,36,676,0,3,0.11,8,0,High School,Education,Single,0
46,131483,52952,12,585,25,5,0.08,8,0,Bachelor,Personal,Single,0
61,38443,38837,60,437,2,13,0.24,1,0,Master,Home,Married,0
22,36524,75799,12,777,10,13,0.65,5,1,High School,Personal,Married,0
37,136477,53877,24,306,6,14,0.26,2,1,High School,Personal,Married,1
60,48202,50687,48,718,27,13,0.51,4,1,High School,Business,Married,0
26,85552,42276,60,771,24,2,0.13,1,0,Bachelor,Medical,Married,0
43,66142,39523,24,719,28,3,0.32,3,1,Bachelor,Business,Single,0
50,81692,71055,36,575,8,13,0.16,2,1,High School,Education,Single,0
24,102384,59615,60,389,21,9,0.17,1,0,Master,Home,Single,0
33,40855,15514,60,581,2,6,0.11,5,1,Bachelor,Medical,Divorced,0
47,103747,52456,48,847,0,3,0.31,2,1,High School,Personal,Married,0
37,80372,12233,60,470,18,2,0.1,3,0,Master,Medical,Married,0
58,45095,6102,48,654,25,5,0.6,5,1,High School,Education,Single,0
43,58724,71133,24,503,1,10,0.32,4,0,Bachelor,Personal,Single,1
50,69241,51715,36,588,26,14,0.55,3,1,High School,Business,Married,0
35,123119,90193,36,761,20,5,0.64,3,1,Bachelor,Education,Divorced,0
49,72003,11256,60,472,23,1,0.46,1,1,High School,Personal,Single,1
26,88379,69800,60,600,4,3,0.59,9,0,Bachelor,Personal,Divorced,0
51,114837,99937,24,828,16,7,0.13,3,1,High School,Education,Single,0
26,111996,46548,48,439,18,9,0.55,7,1,Bachelor,Medical,Single,1
33,117454,77090,36,577,27,5,0.21,4,0,High School,Personal,Single,0
37,114283,83200,48,810,4,4,0.33,9,1,High School,Business,Married,0
47,35972,47367,24,645,22,3,0.44,9,0,High School,Education,Married,0
47,143805,94922,36,439,20,10,0.59,7,1,High School,Education,Married,0
42,113846,75382,36,413,13,13,0.6,5,1,Bachelor,Home,Single,0
60,42927,31205,12,806,9,9,0.11,9,1,PhD,Education,Married,0
57,140589,30570,24,665,20,14,0.27,4,1,Master,Education,Single,0
54,135657,35255,24,696,6,7,0.53,3,1,Master,Home,Single,0
51,86630,26182,12,410,28,12,0.47,9,1,High School,Personal,Single,0
58,124428,44373,48,657,7,7,0.07,8,0,High School,Personal,Married,0
44,142035,48019,12,537,29,14,0.32,9,1,Bachelor,Education,Married,0
31,72347,67619,24,302,7,13,0.55,4,0,PhD,Business,Single,0
26,119708,21043,48,703,6,8,0.49,9,1,Bachelor,Personal,Single,0
57,146244,50532,36,324,12,10,0.3,5,0,Bachelor,Business,Married,0
55,108860,70936,12,808,13,1,0.49,6,0,High School,Education,Single,1
52,106210,24239,48,764,18,11,0.38,0,0,High School,Medical,Divorced,0
31,89518,15416,48,360,10,4,0.6,8,1,Bachelor,Personal,Divorced,1
40,65283,8412,48,807,1,13,0.4,7,1,Bachelor,Business,Married,0
53,101326,86976,12,422,16,13,0.29,4,0,High School,Personal,Married,0
22,32205,29406,36,796,5,5,0.57,2,0,Master,Education,Married,0
26,140243,6875,48,354,28,5,0.08,4,0,PhD,Business,Single,0
25,109874,42066,12,462,8,1,0.59,4,0,Master,Home,Single,0
37,32748,10752,24,338,18,3,0.47,8,0,Master,Personal,Single,0
45,41097,91753,12,382,4,2,0.61,6,0,High School,Business,Divorced,1
37,23092,83025,12,845,8,12,0.2,1,1,PhD,Personal,Married,0
23,73311,6353,12,412,29,7,0.47,4,1,Bachelor,Business,Single,0
49,42692,31986,48,724,29,13,0.54,8,0,Master,Medical,Married,1
53,144954,91907,12,529,24,14,0.47,1,1,High School,Home,Single,0
48,43862,19691,24,582,6,5,0.18,7,0,Bachelor,Business,Married,0
41,110396,74847,48,586,29,3,0.22,2,0,High School,Medical,Single,0
45,99507,53075,24,454,3,11,0.39,3,1,High School,Personal,Married,0
33,100152,15794,60,464,26,8,0.32,1,0,PhD,Personal,Single,0
56,90469,73470,12,481,17,1,0.49,8,1,Master,Medical,Married,0
54,24926,21406,48,538,17,1,0.28,5,0,Bachelor,Personal,Single,0
54,111299,80930,48,638,19,14,0.57,8,0,Bachelor,Personal,Single,0
64,23969,31872,12,811,16,6,0.31,7,1,Bachelor,Business,Married,0
58,55733,46708,36,565,29,1,0.07,8,1,High School,Business,Married,0
33,89855,25800,36,486,3,4,0.06,4,1,Master,Personal,Divorced,1
24,61743,48397,24,339,27,6,0.44,5,0,Bachelor,Medical,Married,0
22,59876,42909,12,792,29,1,0.37,6,1,Bachelor,Business,Married,0
54,127445,26352,12,690,26,13,0.38,4,0,PhD,Business,Divorced,0
61,40323,98848,60,559,21,9,0.52,0,0,Bachelor,Personal,Married,0
31,36428,20438,36,475,15,4,0.28,8,1,Bachelor,Business,Married,1
64,54578,93921,36,628,21,9,0.65,1,0,Master,Medical,Married,0
50,106486,49999,12,499,22,9,0.62,6,1,Master,Home,Divorced,0
34,128577,23482,24,495,4,13,0.06,7,1,PhD,Home,Married,1
33,84140,37471,12,830,8,6,0.59,7,0,Bachelor,Business,Married,0
52,146378,52279,24,361,1,13,0.46,0,0,High School,Home,Single,0
23,127325,59213,36,626,1,7,0.35,9,1,High School,Personal,Married,0
56,103829,18026,60,580,3,13,0.4,6,1,High School,Personal,Single,0
44,26364,90184,48,526,19,1,0.56,8,0,Bachelor,Medical,Single,0
38,148867,10435,36,357,19,5,0.62,2,1,High School,Personal,Married,0
47,55349,13493,24,776,16,3,0.39,7,0,Bachelor,Personal,Married,0
29,20691,77227,12,675,19,10,0.16,7,0,Master,Home,Married,1
50,146899,64321,36,542,27,10,0.43,8,1,PhD,Medical,Married,0
47,115598,7763,60,666,20,13,0.1,7,0,High School,Personal,Single,0
31,86467,25389,24,799,24,6,0.43,4,1,High School,Medical,Single,0
47,65896,36498,12,551,18,4,0.54,4,1,Master,Medical,Single,0
55,77062,68755,48,621,2,13,0.26,2,0,Bachelor,Home,Single,0
62,117266,40825,24,675,29,14,0.09,5,0,Master,Business,Married,0
28,99762,21934,12,708,4,13,0.47,9,0,Master,Education,Married,0
25,33861,10574,48,787,9,9,0.25,2,1,Bachelor,Medical,Single,0
32,116837,43179,12,642,5,7,0.2,1,1,Bachelor,Education,Single,0
50,133779,6587,48,539,2,14,0.46,6,1,Bachelor,Education,Divorced,0
57,108302,47782,48,438,16,4,0.63,9,1,Bachelor,Business,Married,0
46,121710,59412,48,421,9,13,0.5,2,1,Bachelor,Business,Single,1
42,83928,65561,12,719,23,11,0.34,3,1,Master,Home,Single,0
57,126643,82224,48,603,11,6,0.41,9,0,Master,Business,Married,0
31,135720,9409,24,414,0,2,0.14,7,0,High School,Personal,Single,0
58,103231,76319,60,642,17,14,0.54,0,0,PhD,Medical,Married,0
30,61347,31751,60,550,18,3,0.41,8,1,Bachelor,Personal,Married,0
45,23121,43174,48,306,21,11,0.63,5,0,Master,Business,Divorced,1
56,103793,61572,60,478,19,7,0.64,1,1,High School,Personal,Married,0
56,48164,66416,60,444,3,11,0.26,2,0,High School,Education,Single,1
57,45491,17041,48,715,14,12,0.64,4,0,High School,Home,Single,0
39,79222,28227,48,420,8,4,0.62,5,0,High School,Education,Married,0
60,43165,40201,24,423,5,14,0.43,8,0,High School,Personal,Single,0
53,134250,41069,36,449,11,12,0.25,1,1,Master,Home,Single,0
45,23748,87190,12,696,17,10,0.5,4,1,Bachelor,Business,Single,1
44,118581,31370,48,680,22,7,0.21,6,0,PhD,Business,Married,0
53,46553,16586,48,300,14,9,0.43,6,0,Bachelor,Business,Married,0
58,136547,55231,60,543,28,14,0.06,3,1,High School,Home,Single,1
33,80380,10322,24,697,18,13,0.43,2,1,Bachelor,Personal,Married,0
34,64331,70294,60,550,8,5,0.62,7,0,PhD,Education,Married,1
44,116033,84468,48,598,21,14,0.19,1,0,Bachelor,Business,Divorced,0
46,116844,34299,48,596,23,1,0.52,4,0,High School,Personal,Married,0
56,140617,95715,60,799,12,5,0.23,9,0,PhD,Home,Divorced,0
62,59560,75793,48,414,15,6,0.47,4,0,High School,Education,Divorced,0
51,73865,51501,36,300,12,14,0.47,0,0,Bachelor,Medical,Married,0
38,66686,62134,12,781,0,11,0.16,6,1,Bachelor,Personal,Married,1
41,95910,14777,12,809,17,2,0.41,3,1,High School,Medical,Single,0
46,24675,16249,12,634,21,8,0.57,9,1,High School,Medical,Married,0
43,86706,26390,36,764,2,13,0.28,1,1,Master,Business,Single,0
34,126985,25369,48,440,16,2,0.48,7,0,Master,Education,Married,0
40,129021,17881,60,436,21,14,0.45,3,1,Bachelor,Home,Single,0
57,144062,14587,24,466,4,9,0.2,0,1,High School,Medical,Single,0
33,147359,98800,48,642,28,14,0.6,7,1,High School,Business,Single,0
62,97986,79327,36,709,24,13,0.39,6,0,High School,Education,Divorced,1
40,96216,92911,36,364,5,2,0.26,2,0,Bachelor,Medical,Single,0
33,30068,93147,12,366,20,3,0.15,2,0,High School,Personal,Divorced,1
30,74460,12833,48,732,16,8,0.33,6,1,High School,Education,Single,0
28,120766,52013,12,349,16,11,0.49,1,1,Bachelor,Home,Married,0
49,66418,68620,24,613,26,6,0.42,4,0,Bachelor,Home,Single,0
35,46206,20754,12,608,0,1,0.49,6,0,Master,Medical,Single,0
52,148180,83113,24,414,6,4,0.53,5,1,Bachelor,Personal,Divorced,0
40,20287,91784,36,641,21,5,0.31,9,0,Bachelor,Home,Single,0
37,42337,40282,12,829,29,14,0.36,6,0,Bachelor,Education,Single,0
26,40666,41737,12,794,15,11,0.64,1,1,Bachelor,Personal,Married,0
56,136595,29124,60,568,4,3,0.63,6,1,Bachelor,Education,Married,0
33,21161,75102,36,379,15,1,0.3,1,1,Bachelor,Medical,Divorced,0
46,134817,7196,60,755,3,3,0.46,6,0,Bachelor,Personal,Married,0
42,141025,66527,24,598,10,13,0.21,7,1,Bachelor,Home,Married,0
57,120667,90395,24,501,13,9,0.14,9,1,Master,Home,Married,1
44,110071,16345,36,802,28,2,0.51,7,0,Bachelor,Personal,Married,0
37,118064,39077,24,784,12,1,0.31,4,0,Bachelor,Home,Married,0
60,58751,71400,36,317,26,7,0.16,6,0,Master,Home,Single,0
63,102063,17055,24,777,23,13,0.51,7,1,High School,Personal,Married,0
60,126511,90283,48,787,26,7,0.6,3,1,Bachelor,Personal,Single,0
35,109389,49484,12,745,7,5,0.61,1,0,PhD,Business,Married,0
52,34758,82514,48,639,20,2,0.41,6,1,Bachelor,Business,Single,0
26,85780,95135,36,830,19,14,0.34,0,1,High School,Medical,Single,0
56,135614,40771,36,415,14,1,0.14,1,1,Bachelor,Business,Married,1
44,23178,62654,48,373,17,13,0.53,9,1,High School,Home,Single,1
50,51831,51540,12,568,6,5,0.62,6,0,Bachelor,Home,Single,0
64,22176,88151,12,415,20,10,0.58,9,1,High School,Business,Single,1
32,123306,34377,60,463,18,4,0.5,0,1,Bachelor,Business,Single,0
39,53654,54573,24,521,24,9,0.05,6,1,Bachelor,Education,Single,1
33,143220,47733,60,425,8,5,0.29,4,0,Bachelor,Education,Married,0
30,46627,16760,12,475,10,11,0.3,2,1,Bachelor,Business,Married,0
31,72550,30762,48,674,26,10,0.59,1,1,High School,Personal,Married,0
38,132025,55986,24,797,9,12,0.09,6,1,High School,Personal,Married,0
59,64910,39332,48,384,13,12,0.37,8,0,Bachelor,Personal,Married,1
28,110417,45100,60,682,15,2,0.13,8,1,High School,Home,Single,0
34,78251,9944,36,762,26,4,0.45,9,0,Master,Personal,Divorced,0
61,55422,53825,48,750,7,13,0.53,9,1,Bachelor,Personal,Divorced,0
63,31984,18877,60,817,0,12,0.44,7,0,High School,Education,Single,0
30,109312,34990,60,849,11,9,0.53,1,0,High School,Personal,Married,0
48,81386,60283,60,415,2,8,0.41,0,1,High School,Personal,Single,0
23,103291,8258,36,307,1,3,0.16,7,1,Bachelor,Education,Single,0
26,27135,36629,36,517,15,8,0.28,1,0,High School,Education,Single,0
50,20320,42579,36,703,3,13,0.62,3,0,High School,Personal,Married,1
58,122958,27958,24,603,1,2,0.22,3,1,Bachelor,Business,Married,0
59,114171,44465,36,766,11,3,0.09,1,1,PhD,Business,Married,0
40,41684,90853,36,387,26,14,0.28,3,1,Bachelor,Business,Married,0
29,75913,20775,36,309,23,5,0.27,6,1,Master,Education,Married,0
22,108774,81575,48,607,16,11,0.33,5,1,High School,Personal,Single,1
43,41889,99633,36,733,19,12,0.39,9,1,High School,Business,Divorced,0
38,115849,39207,24,463,20,14,0.65,5,1,High School,Medical,Married,0
28,118071,27553,60,538,29,10,0.5,3,0,PhD,Home,Married,0
46,68899,58632,48,616,9,10,0.07,1,0,High School,Medical,Married,0
25,144011,5055,12,634,19,8,0.48,4,1,Bachelor,Business,Divorced,1
57,30770,93697,36,317,7,1,0.54,2,1,Bachelor,Business,Married,0
27,59321,37873,60,370,17,4,0.59,2,1,Bachelor,Business,Single,0
52,105962,85720,60,474,24,1,0.3,3,0,High School,Medical,Married,0
40,129863,71205,48,638,17,1,0.24,4,0,Bachelor,Medical,Single,0
60,61777,83199,12,547,17,12,0.55,1,1,PhD,Business,Divorced,0
48,66250,30318,24,492,28,5,0.52,5,1,Bachelor,Personal,Married,1
31,93034,38734,60,718,1,6,0.37,5,0,Bachelor,Business,Single,1
47,124940,87227,60,624,11,1,0.12,7,0,Bachelor,Personal,Married,0
40,60130,23522,60,605,9,11,0.44,1,0,Master,Home,Single,0
60,101931,16656,60,503,7,6,0.09,7,1,High School,Personal,Married,0
24,69346,20893,48,422,18,5,0.11,7,1,High School,Personal,Single,0
34,22537,21493,12,746,9,4,0.25,3,0,Master,Medical,Single,0
49,104762,8632,60,790,10,10,0.27,6,1,Bachelor,Personal,Single,0
41,35216,93648,24,732,13,5,0.33,6,1,Master,Personal,Single,0
49,104149,66779,24,427,25,8,0.25,0,1,Bachelor,Business,Single,0
29,23009,43452,36,847,14,9,0.07,0,0,Bachelor,Education,Married,1
62,109904,18266,60,346,29,11,0.14,7,0,High School,Business,Single,1
60,49327,66607,60,804,23,14,0.12,0,0,Bachelor,Business,Single,0
22,34209,21940,60,414,22,12,0.31,2,1,Bachelor,Personal,Married,0
24,68443,29003,60,715,9,2,0.18,5,1,Bachelor,Education,Divorced,0
34,35029,39815,60,522,3,6,0.23,7,0,High School,Business,Married,0
49,87613,35869,24,802,6,3,0.33,4,1,PhD,Medical,Single,0
46,99443,54297,12,395,10,2,0.19,4,0,High School,Business,Married,0
54,76997,65107,12,406,23,12,0.2,3,1,High School,Business,Single,0
59,122171,87793,36,331,21,14,0.55,3,1,PhD,Education,Divorced,0
27,134456,21682,24,792,21,13,0.38,6,1,Bachelor,Personal,Divorced,0
53,82559,24622,60,365,2,1,0.56,5,1,Bachelor,Personal,Married,0
42,84892,35408,12,478,4,4,0.36,7,1,PhD,Medical,Single,0
37,90409,13837,48,742,25,8,0.6,5,0,High School,Personal,Single,0
42,28635,69210,48,848,1,3,0.2,9,0,High School,Education,Divorced,0
32,53065,20407,48,500,11,5,0.42,6,1,Bachelor,Personal,Married,1
58,131399,34309,60,348,20,14,0.35,9,0,High School,Medical,Single,0
57,140544,76918,60,562,4,10,0.6,9,1,Master,Home,Single,0
56,127340,98190,36,432,6,5,0.3,4,1,Master,Business,Married,0
40,53783,23895,36,643,3,5,0.56,5,1,High School,Business,Divorced,0
41,54152,91912,36,475,29,11,0.39,0,0,Master,Business,Married,0
39,78741,5370,48,690,10,9,0.48,2,1,High School,Medical,Single,0
62,127049,5486,60,310,21,8,0.58,7,1,Bachelor,Personal,Married,1
35,71502,28762,48,500,8,8,0.65,2,0,PhD,Education,Single,0
36,49092,31613,36,302,3,13,0.49,0,1,Master,Education,Divorced,0
52,37653,8196,60,513,26,13,0.24,2,0,Bachelor,Business,Single,0
22,117999,99937,24,606,29,1,0.23,3,0,High School,Personal,Married,0
24,119564,81349,12,843,21,1,0.24,7,0,High School,Personal,Single,0
37,60469,69839,12,626,28,2,0.11,8,0,Bachelor,Medical,Single,0
44,143064,46916,36,498,27,14,0.08,3,0,Bachelor,Personal,Married,0
32,106483,13572,48,408,8,8,0.4,6,0,High School,Education,Married,0
33,141585,33225,24,590,25,10,0.54,0,0,Bachelor,Business,Single,0
31,79754,50853,60,407,11,1,0.07,8,1,Master,Personal,Married,0
53,49978,54390,48,707,15,4,0.39,3,1,Bachelor,Business,Married,0
37,107592,37275,36,351,0,9,0.27,8,1,High School,Medical,Married,0
29,114543,77379,48,411,7,2,0.59,2,1,PhD,Education,Married,0
59,63169,6105,36,594,0,3,0.14,4,1,High School,Medical,Single,0
33,68287,64896,12,488,19,11,0.39,0,1,Master,Education,Married,0
45,74745,48209,12,364,18,6,0.63,2,1,High School,Education,Divorced,0
49,130168,47487,48,764,3,13,0.26,4,1,Bachelor,Business,Divorced,0
29,133985,23051,24,557,13,11,0.5,5,0,Bachelor,Home,Married,1
49,140843,99244,60,630,22,10,0.58,7,1,Bachelor,Business,Divorced,0
57,25543,82400,36,800,28,3,0.16,0,1,Bachelor,Education,Single,0
47,76392,71961,60,509,13,4,0.65,2,0,High School,Business,Married,0
29,41067,65156,12,388,8,9,0.54,0,0,Bachelor,Business,Married,1
49,71033,62175,24,327,8,9,0.13,4,0,Bachelor,Personal,Single,0
49,65256,11849,24,537,25,10,0.24,7,1,High School,Personal,Divorced,0
58,110633,23976,60,635,16,5,0.42,3,0,PhD,Education,Single,0
62,128383,61866,12,362,14,7,0.58,8,0,Master,Personal,Single,0
57,129048,52078,60,799,9,9,0.17,5,0,Master,Business,Single,0
48,89345,36113,48,840,16,8,0.49,5,0,Bachelor,Home,Single,0
38,42191,20401,24,768,8,11,0.21,4,1,High School,Education,Married,0
30,106803,17884,24,350,3,7,0.53,9,0,Bachelor,Personal,Married,0
54,92742,89360,48,411,27,12,0.46,4,1,Master,Medical,Single,0
41,138843,42563,12,600,28,8,0.36,6,0,High School,Personal,Married,0
34,106593,39414,24,389,13,5,0.44,7,0,Bachelor,Education,Single,0
49,48992,21142,36,528,2,5,0.58,6,0,Bachelor,Business,Married,0
50,132050,76492,36,449,28,5,0.28,0,1,High School,Personal,Single,1
34,101531,84464,12,437,24,1,0.51,0,0,Bachelor,Personal,Married,1
56,68803,80257,48,434,20,6,0.15,9,1,PhD,Personal,Single,0
27,129975,81693,60,756,11,5,0.47,5,0,Bachelor,Personal,Married,0
39,83477,40135,12,793,21,8,0.5,2,1,High School,Personal,Married,1
26,33210,77232,60,826,0,8,0.32,8,1,Bachelor,Home,Divorced,0
46,103329,32862,12,632,0,2,0.53,6,0,High School,Business,Single,0
23,46270,10190,36,661,12,11,0.38,1,0,Bachelor,Medical,Married,0
31,82008,75199,48,473,13,6,0.61,2,0,Master,Business,Married,0
51,25197,9331,36,512,15,12,0.12,7,1,Bachelor,Education,Divorced,0
26,133857,57186,48,642,6,11,0.13,0,0,Bachelor,Personal,Married,0
54,27452,49648,60,360,9,10,0.56,4,1,Bachelor,Personal,Single,0
22,61486,33549,12,360,14,10,0.56,9,1,Bachelor,Business,Married,0
39,34859,86782,24,823,7,6,0.33,0,1,Bachelor,Medical,Single,1
53,47236,30761,24,515,10,3,0.63,8,1,Master,Personal,Married,1
32,51899,8262,48,722,23,1,0.46,6,1,Bachelor,Business,Married,0
42,52083,56259,48,722,13,7,0.64,4,1,PhD,Personal,Divorced,0
47,87708,77572,36,670,12,10,0.37,5,1,Master,Business,Married,0
46,131462,58472,24,505,22,5,0.17,2,0,Master,Education,Married,0
43,36663,92858,36,585,12,12,0.32,2,0,Master,Education,Married,0
48,113076,89667,60,404,26,12,0.64,6,1,High School,Personal,Married,0
34,138665,9677,24,842,8,10,0.27,6,0,Bachelor,Personal,Single,0
54,39053,78508,60,541,16,5,0.62,6,0,Bachelor,Business,Married,0
55,31085,85865,12,790,17,11,0.53,1,1,Bachelor,Home,Single,0
62,50564,55617,36,797,28,8,0.32,1,0,Master,Business,Single,0
56,109745,91029,48,734,18,12,0.38,4,1,High School,Business,Married,0
22,79095,23595,24,783,12,5,0.41,3,1,High School,Business,Divorced,0
42,89517,92459,36,746,11,5,0.45,6,0,Master,Personal,Married,0
27,41153,65148,48,683,28,1,0.1,2,1,High School,Medical,Married,0
49,25247,51926,12,809,20,2,0.61,4,1,High School,Personal,Married,0
38,30553,80271,24,469,19,5,0.41,1,0,Bachelor,Education,Single,0
26,40811,39457,60,622,19,7,0.61,0,0,Master,Business,Single,0
52,115381,47531,12,773,7,3,0.43,8,1,Bachelor,Education,Divorced,0
26,26135,78263,48,531,23,12,0.31,3,0,PhD,Personal,Divorced,0
59,25573,78300,24,658,10,1,0.39,7,1,High School,Medical,Married,0
24,138819,68171,24,574,6,11,0.55,6,0,Master,Personal,Single,1
44,144588,50771,12,331,0,12,0.25,0,0,High School,Education,Divorced,0
58,99267,98135,24,476,9,2,0.62,9,0,High School,Medical,Married,1
58,27189,71354,48,364,14,3,0.33,6,1,Bachelor,Business,Single,1
31,100077,42289,12,326,3,12,0.62,1,0,High School,Business,Single,0
31,63646,38892,60,778,0,9,0.58,2,1,Bachelor,Home,Divorced,1
40,96623,76196,12,567,10,8,0.51,0,1,Bachelor,Personal,Single,0
38,131971,43409,12,365,29,4,0.33,6,1,High School,Home,Single,0
42,73687,39470,60,432,4,8,0.4,2,0,Master,Personal,Married,0
35,88312,23385,48,665,18,13,0.55,5,0,Bachelor,Business,Single,0
30,127615,28296,36,381,18,9,0.38,6,1,PhD,Personal,Single,0
22,47564,66716,36,627,3,3,0.49,2,1,Master,Personal,Single,0
34,48835,94152,60,397,1,6,0.52,1,0,High School,Personal,Single,1
25,81587,31382,48,626,6,8,0.36,8,0,Bachelor,Personal,Married,0
22,27697,81675,24,841,27,10,0.37,8,0,Bachelor,Home,Married,1
61,100165,27419,60,424,12,7,0.17,6,0,Master,Medical,Single,1
53,93922,98321,36,509,19,9,0.2,4,1,Master,Personal,Single,0
