Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Dependents,Existing_Debt,Education_Level,Property_Ownership,Loan_Purpose,Num_Prev_Loans,Num_Late_Payments,Debt_To_Income,Loan_To_Income,Loan_Approved
33,61413,70140,24,602,20,5,35377,3,0,0,5,5,0.576,1.142,0
38,168888,10147,36,586,2,1,25734,3,0,3,1,5,0.152,0.06,0
52,64082,55508,24,488,1,3,18610,0,1,2,5,1,0.29,0.866,1
52,90048,57224,48,596,34,5,57607,1,1,2,3,5,0.64,0.635,0
55,148130,24643,60,825,15,0,79158,1,1,1,2,2,0.534,0.166,1
59,75940,43967,24,688,20,2,28875,2,0,3,3,6,0.38,0.579,0
49,188202,108535,60,758,11,5,55082,0,1,0,6,9,0.293,0.577,1
49,65142,45733,24,560,27,0,23226,3,1,3,6,3,0.357,0.702,0
64,61468,39808,60,412,11,1,27677,3,1,0,6,8,0.45,0.648,1
36,186770,63959,24,335,32,4,10298,3,1,1,0,4,0.055,0.342,1
64,166727,137921,60,378,19,5,35848,0,0,1,6,9,0.215,0.827,0
30,186147,73178,36,574,20,5,63654,2,0,1,1,2,0.342,0.393,0
50,165431,117255,12,577,21,0,17744,0,0,1,3,0,0.107,0.709,0
45,154048,91322,24,611,25,0,23434,2,1,0,1,0,0.152,0.593,0
59,67056,49565,36,828,6,4,48001,1,0,2,5,3,0.716,0.739,1
40,76831,6132,12,503,6,0,67262,2,1,0,7,9,0.875,0.08,0
25,84191,68668,24,316,7,0,59633,1,0,1,1,9,0.708,0.816,1
21,146948,113835,36,775,25,5,48917,2,0,2,0,3,0.333,0.775,0
50,189344,147003,36,810,23,4,79804,1,1,3,1,8,0.421,0.776,0
23,133117,78169,36,509,23,4,46745,1,1,0,5,7,0.351,0.587,0
34,39671,105417,48,798,11,5,907,3,0,3,7,3,0.023,2.657,1
50,52048,6044,60,701,7,1,58602,2,0,1,5,5,1.126,0.116,1
24,50963,29363,12,728,8,1,13764,3,0,3,3,6,0.27,0.576,1
38,68954,51694,60,377,2,5,24409,1,1,2,6,9,0.354,0.75,0
57,120430,137654,60,379,20,0,8390,3,1,2,2,7,0.07,1.143,1
45,25717,26301,60,605,30,2,30172,0,1,2,4,3,1.173,1.023,0
21,36676,79329,36,357,23,1,40542,3,1,0,7,0,1.105,2.163,0
35,160506,6620,60,829,3,1,47324,2,0,3,3,4,0.295,0.041,1
29,143696,67224,48,507,19,5,48196,3,1,3,7,0,0.335,0.468,1
35,155830,100419,24,810,15,5,68901,0,1,3,0,3,0.442,0.644,1
44,29994,125050,36,434,9,2,25836,3,1,1,4,6,0.861,4.169,0
24,29234,60856,12,821,25,2,21663,1,0,0,1,6,0.741,2.082,0
32,94300,60809,24,382,28,4,5951,1,0,0,3,0,0.063,0.645,0
57,68949,27259,24,343,4,5,15175,1,1,3,4,8,0.22,0.395,1
57,62405,25655,24,782,10,1,11027,2,1,0,6,1,0.177,0.411,1
63,59872,26602,60,792,28,3,75630,3,0,3,6,4,1.263,0.444,0
26,67215,90945,60,798,14,3,12167,1,0,3,3,5,0.181,1.353,0
59,48185,147182,36,317,5,0,74305,3,1,3,6,0,1.542,3.055,0
44,199514,142145,60,593,14,1,23060,0,0,2,1,1,0.116,0.712,1
31,66153,105846,60,447,19,3,66556,0,1,1,5,6,1.006,1.6,0
33,102535,85818,60,771,33,1,77381,2,0,0,3,5,0.755,0.837,0
54,158653,146267,36,471,1,5,10485,3,1,1,0,5,0.066,0.922,0
45,76717,6537,36,830,15,1,73450,0,1,2,4,5,0.957,0.085,1
27,27763,131545,48,419,18,3,8802,2,1,0,4,6,0.317,4.738,0
24,117910,94743,48,365,33,1,33314,2,1,3,4,9,0.283,0.804,0
28,80480,91155,48,440,13,2,48298,1,0,1,3,8,0.6,1.133,0
40,194831,125198,48,745,23,0,19565,0,0,2,1,8,0.1,0.643,1
49,143094,94846,24,805,27,4,44233,3,1,0,3,1,0.309,0.663,1
30,181379,35562,24,488,31,3,48384,0,0,0,3,1,0.267,0.196,0
63,36064,33036,48,457,9,5,52485,0,1,1,6,4,1.455,0.916,0
54,101848,79233,48,545,8,4,78253,3,0,1,5,9,0.768,0.778,0
46,62548,88049,12,332,23,0,62970,3,1,0,4,6,1.007,1.408,0
61,193017,73681,24,660,28,2,37669,1,0,0,1,2,0.195,0.382,1
23,31476,32818,12,629,28,2,26272,2,0,2,2,2,0.835,1.043,0
26,115101,67532,12,811,22,2,11842,3,0,3,7,3,0.103,0.587,1
25,27382,62705,60,370,26,2,64099,3,0,3,1,2,2.341,2.29,0
25,189474,25104,36,612,30,3,2082,0,1,2,6,2,0.011,0.132,1
43,183018,129336,24,378,6,3,53804,3,1,0,3,7,0.294,0.707,0
29,104698,132904,48,468,3,1,26261,3,0,1,0,6,0.251,1.269,0
55,178407,74603,48,479,13,5,9795,0,0,1,1,6,0.055,0.418,0
40,70095,107499,36,559,9,1,45309,0,0,0,4,9,0.646,1.534,0
62,154974,64025,24,785,33,5,61456,0,0,2,0,1,0.397,0.413,1
55,52197,37317,48,304,25,0,20180,1,1,0,2,8,0.387,0.715,1
38,152619,110585,48,596,22,1,63288,2,0,1,2,5,0.415,0.725,0
37,47010,53270,60,659,8,0,46335,3,0,0,7,2,0.986,1.133,0
44,180195,124415,12,416,7,0,33268,0,0,0,0,8,0.185,0.69,0
23,112923,85206,48,656,13,0,66551,0,0,2,6,8,0.589,0.755,1
52,158962,74468,24,738,6,2,24489,2,0,3,2,5,0.154,0.468,1
55,155526,28723,36,630,6,4,59398,1,0,1,0,9,0.382,0.185,1
58,134162,65646,60,824,8,4,54470,3,0,1,3,5,0.406,0.489,0
33,145927,5074,24,487,2,3,77402,1,0,0,0,7,0.53,0.035,0
45,33026,31498,60,580,13,0,32161,1,1,1,3,7,0.974,0.954,0
29,89925,101881,12,810,16,2,67635,1,0,1,7,5,0.752,1.133,0
24,93842,50929,48,765,21,1,71922,0,0,3,6,6,0.766,0.543,0
34,58665,128199,24,414,25,1,70874,2,0,1,4,3,1.208,2.185,0
57,34277,31028,36,535,27,3,60361,2,0,1,4,0,1.761,0.905,0
54,198311,34545,12,637,13,3,73836,2,1,2,2,3,0.372,0.174,0
31,73008,84569,12,821,8,0,60766,1,0,2,5,7,0.832,1.158,0
61,39683,36673,60,498,25,0,21400,3,1,2,5,7,0.539,0.924,1
23,156742,107511,12,349,1,1,24641,1,1,2,0,1,0.157,0.686,1
48,173961,98144,24,441,10,1,52233,2,1,2,6,6,0.3,0.564,0
49,103542,69824,60,827,16,1,69833,0,1,3,7,0,0.674,0.674,1
29,79319,28525,12,813,33,1,19332,1,0,1,3,1,0.244,0.36,1
23,117067,62804,36,329,18,4,15201,0,1,0,4,7,0.13,0.536,0
45,177711,46846,24,381,17,0,45382,2,1,3,6,9,0.255,0.264,1
54,172705,82261,36,330,12,0,46129,1,0,0,4,3,0.267,0.476,0
32,190732,34483,36,632,4,1,33808,0,1,2,4,2,0.177,0.181,1
62,93975,12265,60,476,22,2,78346,1,1,1,2,1,0.834,0.131,1
29,188244,27763,48,669,23,1,73524,2,1,2,4,5,0.391,0.147,1
35,126158,20733,60,846,28,5,56625,3,1,3,7,3,0.449,0.164,0
60,36577,117196,24,834,7,3,40327,2,0,0,5,2,1.103,3.204,0
45,102299,96038,24,405,25,5,19579,3,1,1,7,2,0.191,0.939,1
25,45176,42420,60,396,14,2,21483,3,0,3,1,9,0.476,0.939,0
31,88972,145319,48,529,0,3,503,2,0,3,2,2,0.006,1.633,1
54,145018,26058,60,526,27,2,70880,0,0,1,0,7,0.489,0.18,0
44,197075,39929,24,670,13,3,8947,1,1,1,1,8,0.045,0.203,1
35,44996,91489,48,399,33,1,9533,1,1,3,2,8,0.212,2.033,0
58,125922,89664,24,744,30,1,47576,1,0,0,6,4,0.378,0.712,1
28,111598,82597,48,767,5,2,40916,3,0,0,2,0,0.367,0.74,1
25,60931,11041,48,354,4,3,46923,3,0,3,7,9,0.77,0.181,0
46,149168,83209,60,494,30,4,55162,2,0,3,3,4,0.37,0.558,1
38,191782,104864,60,819,14,2,66917,0,0,2,1,0,0.349,0.547,0
26,148099,141491,60,723,14,2,7012,2,0,2,1,8,0.047,0.955,1
57,59693,120158,48,614,4,5,15213,2,1,0,7,9,0.255,2.013,0
33,191812,6468,48,427,27,0,27563,0,1,2,5,7,0.144,0.034,1
48,133944,29309,24,331,32,2,15212,3,1,0,1,6,0.114,0.219,0
25,42374,77255,36,392,10,4,60188,2,0,1,4,1,1.42,1.823,0
33,106471,86899,60,818,5,1,46576,2,1,2,5,1,0.437,0.816,1
37,70913,33718,24,557,22,3,10711,3,0,0,6,3,0.151,0.475,1
60,148683,111553,24,519,1,0,9515,1,0,0,4,8,0.064,0.75,0
52,69516,55281,12,405,14,3,20193,0,1,3,5,8,0.29,0.795,1
49,112796,118451,60,847,22,1,67667,0,0,0,0,7,0.6,1.05,0
23,51069,5767,24,715,21,2,2424,1,1,2,6,4,0.047,0.113,0
60,143333,139967,12,608,8,5,44344,0,1,3,5,6,0.309,0.977,1
54,109811,63026,60,665,29,4,63092,1,1,3,0,8,0.575,0.574,1
60,143028,123142,48,820,15,0,59595,2,0,2,5,2,0.417,0.861,1
47,64178,47968,12,758,29,4,54626,0,0,1,0,3,0.851,0.747,0
33,57821,81870,48,669,8,4,9200,0,0,2,4,1,0.159,1.416,1
53,41999,23174,36,630,0,4,50469,2,1,2,6,8,1.202,0.552,0
26,63712,129357,36,310,7,4,23031,3,0,3,6,6,0.361,2.03,0
44,196244,104189,36,806,17,1,3216,3,1,2,5,5,0.016,0.531,0
39,58722,45502,36,718,26,4,45594,2,0,1,3,4,0.776,0.775,1
36,35625,41674,24,421,17,5,16,0,1,1,5,6,0.0,1.17,1
60,31859,42260,36,534,31,4,26378,0,1,1,0,2,0.828,1.326,0
48,197681,76805,24,630,31,1,31734,0,0,3,6,4,0.161,0.389,0
53,199379,22194,24,842,20,3,78886,1,0,2,2,1,0.396,0.111,1
61,135986,77377,60,647,31,1,14450,3,1,0,4,4,0.106,0.569,1
33,46839,135864,24,711,30,5,1473,0,1,2,3,6,0.031,2.901,0
63,52216,48723,24,523,15,5,25525,3,0,1,2,9,0.489,0.933,0
45,77953,81298,36,452,13,2,28572,3,1,2,7,6,0.367,1.043,0
62,74522,64238,24,511,23,1,42028,0,0,3,2,8,0.564,0.862,0
56,160958,110433,48,391,24,3,37079,2,0,2,4,2,0.23,0.686,1
47,136249,112092,36,630,34,2,58967,2,1,3,5,7,0.433,0.823,0
58,32485,7147,12,766,16,2,52047,3,0,0,1,4,1.602,0.22,1
27,187527,43445,36,527,3,0,30110,1,1,0,3,6,0.161,0.232,0
25,172839,111170,24,493,10,4,1946,3,0,3,5,0,0.011,0.643,0
63,137701,138085,48,829,14,2,21943,3,1,2,4,0,0.159,1.003,0
51,184525,90617,36,542,29,2,15740,2,0,1,1,3,0.085,0.491,0
43,127638,58502,48,688,23,5,74712,0,0,3,7,4,0.585,0.458,1
62,37226,122116,12,575,1,3,44651,0,1,2,4,9,1.199,3.28,1
30,118405,42755,12,749,33,2,37269,1,0,2,4,2,0.315,0.361,1
52,47588,144805,60,777,22,3,77154,2,1,2,2,5,1.621,3.043,0
63,187781,14479,60,779,30,4,38682,2,1,1,6,2,0.206,0.077,0
50,62019,80361,36,587,12,5,24601,3,1,1,5,4,0.397,1.296,1
59,90133,129232,60,839,32,0,32850,2,1,1,7,0,0.364,1.434,1
51,139444,110586,48,629,6,0,41132,3,1,3,4,2,0.295,0.793,1
38,142603,86171,60,769,31,4,50150,1,0,3,5,6,0.352,0.604,0
56,183598,119151,48,833,6,4,5804,2,0,1,1,2,0.032,0.649,1
22,153585,91296,60,766,12,5,52034,2,0,3,2,4,0.339,0.594,1
34,68395,145562,60,719,23,5,45061,3,0,1,1,6,0.659,2.128,1
33,180103,142934,60,421,27,1,27419,2,0,3,1,1,0.152,0.794,1
49,150814,74959,24,607,31,2,23746,0,0,2,2,2,0.157,0.497,1
32,193773,146522,24,633,17,2,78348,1,0,1,5,3,0.404,0.756,0
59,137599,61022,60,719,33,2,67581,0,1,3,1,4,0.491,0.443,1
22,50939,66991,48,625,33,3,25336,3,1,2,0,8,0.497,1.315,0
52,176396,54853,36,549,0,1,45952,3,1,2,5,8,0.261,0.311,1
33,178939,36826,12,394,30,2,47143,3,0,3,6,3,0.263,0.206,0
47,25203,47879,24,595,0,3,59379,1,1,2,6,8,2.356,1.9,0
61,172616,77361,60,483,15,3,34320,2,0,0,4,3,0.199,0.448,0
37,171971,82990,12,559,14,0,36516,0,0,1,2,1,0.212,0.483,0
60,54063,94787,24,485,32,3,59789,2,0,1,6,9,1.106,1.753,0
51,115880,45736,36,708,22,4,71114,3,1,2,2,0,0.614,0.395,0
54,28748,29530,48,368,33,5,61240,2,1,3,5,6,2.13,1.027,0
44,142269,111080,60,307,16,3,41798,1,1,0,0,3,0.294,0.781,1
55,105764,79255,36,564,24,4,55920,3,0,3,7,7,0.529,0.749,0
26,176956,140958,24,783,5,4,66473,2,0,1,0,7,0.376,0.797,1
39,181255,131598,60,670,30,0,65326,0,0,2,0,7,0.36,0.726,1
50,133036,123623,12,382,4,0,73131,3,0,0,0,5,0.55,0.929,1
27,175331,42387,48,510,29,3,424,3,1,2,3,8,0.002,0.242,1
30,192031,117260,24,612,4,0,63874,1,1,0,7,3,0.333,0.611,1
61,141525,146172,48,636,11,0,3051,1,1,2,2,4,0.022,1.033,0
52,189529,143928,60,789,6,5,59481,0,1,3,1,3,0.314,0.759,1
54,110679,35988,36,702,12,2,63872,2,0,1,2,4,0.577,0.325,0
48,150829,81448,48,490,3,3,77774,2,0,2,6,1,0.516,0.54,1
35,153216,118430,12,634,2,3,27786,3,1,2,7,4,0.181,0.773,0
50,158175,148377,24,821,11,3,68230,3,0,0,2,9,0.431,0.938,0
57,90901,146041,12,386,0,0,69131,2,0,3,2,7,0.761,1.607,0
49,172175,17404,48,361,26,5,1267,2,1,3,7,8,0.007,0.101,0
42,123046,145061,36,686,12,0,65957,2,1,0,0,6,0.536,1.179,1
24,115012,24360,36,445,16,4,62645,3,0,3,0,6,0.545,0.212,0
40,103278,90657,12,452,7,1,19650,1,1,1,3,5,0.19,0.878,1
52,37391,39160,60,648,31,1,7017,1,1,2,5,1,0.188,1.047,0
56,127476,11789,60,477,19,1,9849,0,1,0,2,9,0.077,0.092,1
24,184973,87597,36,786,16,2,62453,2,1,3,4,9,0.338,0.474,1
47,145721,70641,12,546,33,0,49117,2,1,1,7,8,0.337,0.485,0
37,122537,49247,12,553,34,4,57247,2,1,1,5,4,0.467,0.402,0
32,106159,91673,12,799,34,4,44899,0,1,3,6,5,0.423,0.864,0
42,156040,10544,48,840,23,1,41644,2,1,3,7,0,0.267,0.068,1
37,194509,149347,60,651,17,5,67762,1,1,0,3,4,0.348,0.768,1
30,60503,68248,60,811,32,2,4388,2,0,3,7,5,0.073,1.128,1
21,100403,39550,48,312,22,2,67958,0,1,0,6,9,0.677,0.394,1
42,197330,58693,24,450,24,1,39994,3,1,2,0,1,0.203,0.297,0
46,189796,133924,48,349,26,1,74805,3,1,1,6,6,0.394,0.706,1
38,89286,85021,12,514,0,0,77713,1,0,0,2,3,0.87,0.952,0
34,99842,20605,48,671,20,5,77568,1,1,1,0,4,0.777,0.206,0
49,129927,55713,12,412,9,2,72852,1,1,2,7,2,0.561,0.429,0
32,39908,80403,36,551,30,4,2843,3,0,3,5,4,0.071,2.015,0
56,62228,63466,12,640,24,1,28015,2,0,0,1,3,0.45,1.02,0
55,48386,8981,60,352,19,0,69647,0,1,3,0,9,1.439,0.186,0
32,53302,145565,48,429,1,4,45231,0,0,1,0,5,0.849,2.731,0
27,85815,120631,12,492,14,2,46546,2,0,0,3,1,0.542,1.406,1
49,88344,124238,24,356,27,1,51055,3,0,2,1,2,0.578,1.406,0
31,191690,100335,36,396,12,5,49577,3,0,2,5,9,0.259,0.523,0
53,136603,112441,24,497,13,1,35169,0,0,3,7,0,0.257,0.823,0
26,86114,21984,24,446,1,5,41709,1,1,2,4,6,0.484,0.255,0
35,50525,130580,24,594,33,0,29415,1,0,2,4,8,0.582,2.584,0
52,104818,116316,36,311,34,0,15685,0,1,3,7,1,0.15,1.11,0
31,139589,137596,36,632,24,2,15963,0,1,3,4,6,0.114,0.986,0
43,170406,123454,36,519,14,5,29698,2,1,0,2,2,0.174,0.724,1
46,119715,54402,36,697,11,1,62415,2,0,0,4,4,0.521,0.454,0
54,31644,96656,24,641,8,0,56400,2,1,3,2,5,1.782,3.054,0
54,126154,70614,60,811,30,1,55450,2,0,1,5,7,0.44,0.56,1
49,189005,96009,60,471,13,2,50711,2,1,1,5,3,0.268,0.508,1
24,68469,50836,36,767,28,5,71571,2,1,0,0,1,1.045,0.742,1
37,189759,149434,48,465,7,1,72607,1,1,0,7,2,0.383,0.787,1
55,131609,136049,12,469,2,4,20578,0,0,3,4,7,0.156,1.034,0
33,173447,81407,48,811,1,1,28842,3,1,1,3,6,0.166,0.469,1
61,90206,12610,48,488,15,3,16531,2,0,3,5,5,0.183,0.14,1
59,121462,114381,48,419,18,3,2170,1,0,0,1,4,0.018,0.942,1
35,192679,20791,60,404,29,2,7297,0,0,2,1,4,0.038,0.108,1
49,108178,63047,12,340,15,2,4163,0,1,2,7,0,0.038,0.583,1
49,180065,75246,48,620,30,2,40794,0,1,2,7,5,0.227,0.418,0
31,111724,91148,36,634,27,4,41787,2,1,3,5,8,0.374,0.816,1
52,121393,50890,60,459,3,5,57219,2,1,1,0,7,0.471,0.419,0
22,152314,142866,36,563,9,4,24448,3,0,0,7,9,0.161,0.938,0
34,101312,37888,36,829,17,1,69152,2,1,1,6,0,0.683,0.374,1
40,100324,142821,48,776,31,0,56437,0,0,1,1,5,0.563,1.424,1
42,96196,51531,36,651,29,5,28299,0,0,0,7,2,0.294,0.536,0
31,95014,120652,12,844,8,3,41119,1,1,1,1,5,0.433,1.27,1
47,164282,25608,36,509,28,3,77093,1,1,2,6,8,0.469,0.156,0
23,166994,85986,48,795,15,3,38648,3,0,0,0,5,0.231,0.515,1
37,192361,88996,36,681,27,1,14096,1,0,2,6,7,0.073,0.463,1
64,58340,61017,60,780,20,1,74279,3,1,3,0,5,1.273,1.046,0
48,64850,62676,60,304,1,2,7391,1,1,2,0,5,0.114,0.966,0
49,138711,16560,60,333,34,0,74891,0,1,3,3,6,0.54,0.119,0
41,36094,55468,24,444,27,2,62830,2,0,3,0,9,1.741,1.537,0
36,112959,38123,60,650,30,1,70783,2,0,0,0,3,0.627,0.337,0
57,189490,99346,60,764,32,4,40286,3,1,2,0,7,0.213,0.524,0
40,30741,145790,24,647,22,2,71826,2,0,2,5,3,2.336,4.743,0
26,136585,5028,60,424,16,5,37595,2,0,2,7,6,0.275,0.037,1
39,147564,52599,48,570,0,1,62740,1,0,0,7,0,0.425,0.356,0
25,93798,50406,60,656,22,1,50929,0,0,3,4,8,0.543,0.537,0
23,141026,52657,60,826,26,4,32827,2,1,3,5,9,0.233,0.373,1
21,135130,72560,24,797,24,4,26209,0,0,3,4,8,0.194,0.537,1
58,47164,109143,48,452,31,4,73396,1,1,0,3,6,1.556,2.314,0
35,191667,149575,36,352,18,0,78961,1,1,0,3,7,0.412,0.78,0
54,55257,59943,12,448,23,5,13806,2,0,1,7,1,0.25,1.085,0
55,170283,80839,48,802,2,1,25406,2,1,2,7,9,0.149,0.475,0
45,120989,87674,36,749,11,4,34360,1,1,3,1,9,0.284,0.725,1
44,161304,30345,48,518,34,0,38865,1,1,1,6,6,0.241,0.188,0
32,77691,55390,36,576,14,3,6458,3,0,1,6,0,0.083,0.713,0
38,104768,64557,36,751,16,5,9151,3,1,2,5,2,0.087,0.616,1
35,181685,6906,48,727,31,3,54869,0,0,0,4,5,0.302,0.038,1
64,39026,12961,24,382,6,3,72024,1,1,1,3,4,1.846,0.332,0
36,55908,124289,48,517,18,1,24541,0,1,0,3,4,0.439,2.223,1
47,44610,82567,48,826,6,0,21803,1,1,0,7,8,0.489,1.851,0
28,88185,85664,36,703,4,0,43183,0,1,2,5,5,0.49,0.971,0
45,97567,86199,12,589,20,3,44776,3,0,1,1,2,0.459,0.883,0
37,61182,104764,36,719,6,5,62323,1,1,3,7,1,1.019,1.712,1
49,141136,127357,60,638,22,2,11170,1,1,1,7,8,0.079,0.902,0
28,156642,85729,48,718,10,3,47284,0,1,3,0,9,0.302,0.547,1
35,44288,55568,48,506,9,1,9260,0,0,3,2,3,0.209,1.255,1
47,103824,114349,24,564,20,3,7636,2,0,0,1,4,0.074,1.101,0
27,185949,78302,36,335,32,5,36108,2,1,3,6,8,0.194,0.421,0
23,109425,99968,24,672,19,5,15941,3,1,2,7,4,0.146,0.914,1
49,25917,121116,48,787,32,3,68971,1,1,1,6,6,2.661,4.673,0
64,100602,42146,36,558,34,0,28355,1,1,0,2,1,0.282,0.419,1
44,89575,45297,36,830,33,3,72836,0,0,0,1,1,0.813,0.506,0
23,97518,91394,60,322,26,4,33733,3,0,3,1,3,0.346,0.937,1
40,64104,132173,60,403,18,4,7444,1,0,0,0,7,0.116,2.062,0
35,174134,130942,12,540,4,2,14610,3,1,2,3,1,0.084,0.752,1
45,41999,21939,60,552,28,1,66036,2,1,2,4,9,1.572,0.522,0
50,166013,49460,36,441,9,1,4554,0,1,0,1,6,0.027,0.298,0
34,86169,148738,60,750,12,0,25545,1,1,0,0,0,0.296,1.726,1
27,179542,67119,12,606,28,1,50139,0,0,2,6,8,0.279,0.374,0
37,154744,137851,48,799,4,2,61971,2,0,3,2,9,0.4,0.891,1
64,135684,149258,60,307,11,4,46059,3,0,0,5,5,0.339,1.1,0
40,84821,10057,36,368,12,0,6771,3,1,3,6,0,0.08,0.119,0
56,160601,24157,48,367,21,5,69468,2,1,0,7,9,0.433,0.15,0
29,37192,40030,36,707,14,4,26055,2,1,2,5,5,0.701,1.076,1
58,99102,113612,48,817,12,2,37202,1,1,0,3,4,0.375,1.146,0
42,139894,120080,36,418,0,0,27700,1,1,0,5,4,0.198,0.858,0
22,111795,88028,60,330,0,3,3567,1,0,0,1,4,0.032,0.787,0
44,190159,141260,60,817,10,1,67194,1,1,2,2,3,0.353,0.743,0
28,91677,34680,12,782,21,2,42836,1,1,2,1,6,0.467,0.378,0
31,160699,107302,48,506,34,0,26627,3,0,2,5,8,0.166,0.668,0
33,159327,41445,12,686,5,4,38568,1,0,1,4,3,0.242,0.26,0
37,161285,10796,24,711,27,0,20760,2,1,1,6,1,0.129,0.067,1
28,127412,52218,60,669,30,3,29985,2,0,1,7,1,0.235,0.41,1
41,44404,144195,48,652,7,2,79944,1,1,1,5,1,1.8,3.247,1
38,141545,144294,12,635,4,0,40785,2,1,2,7,6,0.288,1.019,0
50,181452,29074,12,588,16,5,35583,0,0,0,4,3,0.196,0.16,0
38,175245,121088,24,439,8,2,33738,3,1,2,5,3,0.193,0.691,1
51,48989,41839,12,599,9,2,24204,3,1,1,3,0,0.494,0.854,0
58,133106,112112,36,312,19,4,78821,1,1,3,2,3,0.592,0.842,0
52,49519,132514,60,727,13,1,16643,0,0,3,4,5,0.336,2.676,0
31,47439,73322,12,699,13,5,70561,1,0,2,0,1,1.487,1.546,1
45,143570,61321,12,408,25,3,37126,1,0,0,3,3,0.259,0.427,0
53,39995,115100,24,784,28,0,58126,2,0,1,1,6,1.453,2.878,1
58,48559,40507,36,655,26,1,45258,3,1,0,5,8,0.932,0.834,0
61,114049,104244,12,448,24,4,34527,0,0,0,2,1,0.303,0.914,1
28,161093,130788,60,606,15,1,23898,2,1,0,2,7,0.148,0.812,1
31,123000,100251,60,832,33,2,79923,3,0,1,5,5,0.65,0.815,1
42,177191,28806,12,359,15,2,56912,3,0,2,0,7,0.321,0.163,0
44,64350,135364,36,734,32,3,46435,1,1,1,6,1,0.722,2.104,0
61,50517,41901,60,320,2,5,3794,0,0,1,6,0,0.075,0.829,1
37,178322,145824,60,681,22,0,69126,1,0,2,4,6,0.388,0.818,0
32,114132,57127,36,544,10,0,14698,2,1,2,5,8,0.129,0.501,0
52,84546,5453,36,372,17,4,12332,1,0,2,7,8,0.146,0.064,0
35,130686,80432,12,748,28,3,9593,1,1,3,2,1,0.073,0.615,1
36,113151,127872,48,375,4,0,58132,3,0,3,0,3,0.514,1.13,0
42,28327,92362,24,689,23,5,11036,3,1,2,6,0,0.39,3.261,1
48,145318,15976,48,641,28,2,79908,2,0,0,0,6,0.55,0.11,1
40,185840,119176,48,589,28,3,53164,3,1,3,6,1,0.286,0.641,0
53,198860,104122,60,630,25,1,19351,3,0,1,1,3,0.097,0.524,1
30,140945,75404,36,558,2,3,58413,3,1,1,0,1,0.414,0.535,0
60,71830,86932,60,725,1,3,18059,1,0,3,3,0,0.251,1.21,1
52,77446,102170,24,305,24,5,27188,0,0,1,7,6,0.351,1.319,1
53,171232,82707,12,305,18,5,67852,2,0,2,2,5,0.396,0.483,1
22,190070,98789,24,490,1,0,11829,1,1,1,3,1,0.062,0.52,0
53,183302,101516,60,447,18,4,73673,2,1,3,6,3,0.402,0.554,0
53,165148,138089,60,704,0,4,24502,1,0,0,0,2,0.148,0.836,1
61,94341,12957,60,557,26,5,27204,2,0,1,0,2,0.288,0.137,0
33,56085,112724,60,778,34,0,1265,3,0,1,7,2,0.023,2.01,0
50,80571,140864,48,389,4,0,35751,2,0,0,3,3,0.444,1.748,0
53,170787,18237,12,309,3,0,24315,0,0,3,1,0,0.142,0.107,1
33,153308,56586,48,386,16,5,47457,2,0,0,0,0,0.31,0.369,1
46,30750,24252,60,450,20,4,46875,0,0,1,3,6,1.524,0.789,0
42,138931,146779,36,329,30,0,60359,2,0,3,3,4,0.434,1.056,0
59,103768,8543,48,427,21,5,43420,3,0,2,7,2,0.418,0.082,0
22,60903,109647,60,377,10,1,33379,2,0,3,2,8,0.548,1.8,0
58,188165,40031,60,720,33,1,64102,1,1,3,1,4,0.341,0.213,1
59,116036,70747,12,354,14,2,54664,3,1,2,4,9,0.471,0.61,0
46,112954,60311,24,779,9,1,70960,3,0,3,3,2,0.628,0.534,0
35,190386,70867,48,604,31,3,75475,1,0,1,7,8,0.396,0.372,0
54,108014,93780,48,845,30,2,59469,3,0,1,7,0,0.551,0.868,0
62,191251,62196,48,404,27,1,34396,3,1,1,2,8,0.18,0.325,1
64,142305,78705,60,471,30,3,13176,1,1,1,4,4,0.093,0.553,0
60,181410,62894,12,798,5,1,65036,3,0,2,7,5,0.359,0.347,1
31,57101,92640,60,321,13,5,7907,3,0,1,7,1,0.138,1.622,1
23,27775,19591,60,586,22,3,3372,3,0,3,2,7,0.121,0.705,0
26,136497,102247,36,690,15,0,27572,3,1,0,2,2,0.202,0.749,1
29,70619,5727,12,448,24,5,24592,2,1,2,5,0,0.348,0.081,1
26,175611,48822,48,571,1,3,13102,3,1,2,1,6,0.075,0.278,1
29,82124,108399,24,598,33,5,25642,3,1,0,0,2,0.312,1.32,0
59,90149,117113,48,471,24,0,3139,3,0,1,1,3,0.035,1.299,0
51,51616,135431,60,346,15,3,77179,2,0,1,4,4,1.495,2.624,0
52,193171,147001,12,506,17,3,18643,0,0,3,5,0,0.097,0.761,0
61,86799,133588,12,752,12,5,60117,3,0,1,7,8,0.693,1.539,1
32,115221,65091,12,694,26,1,28780,0,0,1,1,6,0.25,0.565,0
28,139879,99192,36,600,33,3,60332,0,1,3,7,1,0.431,0.709,0
28,50479,115805,48,475,10,1,30632,1,0,1,0,0,0.607,2.294,1
48,124165,123089,36,409,0,3,38493,1,0,0,1,1,0.31,0.991,0
40,80863,94367,24,501,12,4,48352,0,1,1,1,2,0.598,1.167,1
27,198115,18265,60,467,29,2,29408,2,0,0,1,2,0.148,0.092,1
